ensembl_id	gene_symbol	entrez_id	hetionet_gene_id	hetionet_gene_symbol	mapping_status
ENSG00000181638	ZFP41	286128	Gene::286128	ZFP41	mapped
ENSG00000181649	PHLDA2	7262	Gene::7262	PHLDA2	mapped
ENSG00000181652	ATG9B	285973	Gene::285973	ATG9B	mapped
ENSG00000181656	GPR88	54112	Gene::54112	GPR88	mapped
ENSG00000181666	ZNF875	284459	Gene::284459	HKR1	mapped
ENSG00000181690	PLAG1	5324	Gene::5324	PLAG1	mapped
ENSG00000181693	OR8H1	219469	Gene::219469	OR8H1	mapped
ENSG00000181698	OR5T1	390155	Gene::390155	OR5T1	mapped
ENSG00000181704	YIPF6	286451	Gene::286451	YIPF6	mapped
ENSG00000181718	OR5T2	219464	Gene::219464	OR5T2	mapped
ENSG00000181722	ZBTB20	26137	Gene::26137	ZBTB20	mapped
ENSG00000181733	OR2Z1	284383	Gene::284383	OR2Z1	mapped
ENSG00000181744	DIPK2A	205428	Gene::205428	C3orf58	mapped
ENSG00000181751	MACIR	90355	Gene::90355	C5orf30	mapped
ENSG00000181752	OR8K5	219453	Gene::219453	OR8K5	mapped
ENSG00000181754	AMIGO1	57463	Gene::57463	AMIGO1	mapped
ENSG00000181761	OR8H3	390152	Gene::390152	OR8H3	mapped
ENSG00000181767	OR8H2	390151	Gene::390151	OR8H2	mapped
ENSG00000181773	GPR3	2827	Gene::2827	GPR3	mapped
ENSG00000181778	TMEM252	169693	Gene::169693	TMEM252	mapped
ENSG00000181781	CIMAP1D	284451	Gene::284451	ODF3L2	mapped
ENSG00000181785	OR5AS1	219447	Gene::219447	OR5AS1	mapped
ENSG00000181786	ACTL9	284382	Gene::284382	ACTL9	mapped
ENSG00000181788	SIAH2	6478	Gene::6478	SIAH2	mapped
ENSG00000181789	COPG1	22820	Gene::22820	COPG1	mapped
ENSG00000181790	ADGRB1	575	Gene::575	ADGRB1	mapped
ENSG00000181803	OR6S1	341799	Gene::341799	OR6S1	mapped
ENSG00000181804	SLC9A9	285195	Gene::285195	SLC9A9	mapped
ENSG00000181817	LSM10	84967	Gene::84967	LSM10	mapped
ENSG00000181826	RELL1	768211	Gene::768211	RELL1	mapped
ENSG00000181827	RFX7	64864	Gene::64864	RFX7	mapped
ENSG00000181830	SLC35C1	55343	Gene::55343	SLC35C1	mapped
ENSG00000181847	TIGIT	201633	Gene::201633	TIGIT	mapped
ENSG00000181852	RNF41	10193	Gene::10193	RNF41	mapped
ENSG00000181856	SLC2A4	6517	Gene::6517	SLC2A4	mapped
ENSG00000181867	FTMT	94033	Gene::94033	FTMT	mapped
ENSG00000181873	IBA57	200205	Gene::200205	IBA57	mapped
ENSG00000181885	CLDN7	1366	Gene::1366	CLDN7	mapped
ENSG00000181894	ZNF329	79673	Gene::79673	ZNF329	mapped
ENSG00000181896	ZNF101	94039	Gene::94039	ZNF101	mapped
ENSG00000181903	OR4C6	219432	Gene::219432	OR4C6	mapped
ENSG00000181904	C5orf24	134553	Gene::134553	C5orf24	mapped
ENSG00000181915	ADO	84890	Gene::84890	ADO	mapped
ENSG00000181924	COA4	51287	Gene::51287	COA4	mapped
ENSG00000181927	OR4P4	81300	Gene::81300	OR4P4	mapped
ENSG00000181929	PRKAG1	5571	Gene::5571	PRKAG1	mapped
ENSG00000181938	GINS3	64785	Gene::64785	GINS3	mapped
ENSG00000181939	OR4C15	81309	Gene::81309	OR4C15	mapped
ENSG00000181958	OR4A15	81328	Gene::81328	OR4A15	mapped
ENSG00000181961	OR4A16	81327	Gene::81327	OR4A16	mapped
ENSG00000181963	OR52K2	119774	Gene::119774	OR52K2	mapped
ENSG00000181965	NEUROG1	4762	Gene::4762	NEUROG1	mapped
ENSG00000181982	CCDC149	91050	Gene::91050	CCDC149	mapped
ENSG00000181991	MRPS11	64963	Gene::64963	MRPS11	mapped
ENSG00000182004	SNRPE	6635	Gene::6635	SNRPE	mapped
ENSG00000182010	RTKN2	219790	Gene::219790	RTKN2	mapped
ENSG00000182013	PNMA8A	55228	Gene::55228	PNMAL1	mapped
ENSG00000182022	CHST15	51363	Gene::51363	CHST15	mapped
ENSG00000182035	ADIG	149685	Gene::149685	ADIG	mapped
ENSG00000182040	USH1G	124590	Gene::124590	USH1G	mapped
ENSG00000182050	MGAT4C	25834	Gene::25834	MGAT4C	mapped
ENSG00000182053	TRIM49B	283116	Gene::283116	TRIM49B	mapped
ENSG00000182054	IDH2	3418	Gene::3418	IDH2	mapped
ENSG00000182070	OR52A1	23538	Gene::23538	OR52A1	mapped
ENSG00000182077	PTCHD3	374308	Gene::374308	PTCHD3	mapped
ENSG00000182083	OR6B2	389090	Gene::389090	OR6B2	mapped
ENSG00000182087	TMEM259	91304	Gene::91304	TMEM259	mapped
ENSG00000182093	GET1	7485	Gene::7485	WRB	mapped
ENSG00000182095	TNRC18	84629	Gene::84629	TNRC18	mapped
ENSG00000182103	FAM181B	220382	Gene::220382	FAM181B	mapped
ENSG00000182107	CDC50B	161291	Gene::161291	TMEM30B	mapped
ENSG00000182108	DEXI	28955	Gene::28955	DEXI	mapped
ENSG00000182111	ZNF716	441234	Gene::441234	ZNF716	mapped
ENSG00000182117	NOP10	55505	Gene::55505	NOP10	mapped
ENSG00000182118	FAM89A	375061	Gene::375061	FAM89A	mapped
ENSG00000182132	KCNIP1	30820	Gene::30820	KCNIP1	mapped
ENSG00000182134	TDRKH	11022	Gene::11022	TDRKH	mapped
ENSG00000182141	ZNF708	7562	Gene::7562	ZNF708	mapped
ENSG00000182149	IST1	9798	Gene::9798	IST1	mapped
ENSG00000182150	ERCC6L2	375748	Gene::375748	ERCC6L2	mapped
ENSG00000182154	MRPL41	64975	Gene::64975	MRPL41	mapped
ENSG00000182156	ENPP7	339221	Gene::339221	ENPP7	mapped
ENSG00000182158	CREB3L2	64764	Gene::64764	CREB3L2	mapped
ENSG00000182162	P2RY8	286530	Gene::286530	P2RY8	mapped
ENSG00000182168	UNC5C	8633	Gene::8633	UNC5C	mapped
ENSG00000182170	MRGPRG	386746	Gene::386746	MRGPRG	mapped
ENSG00000182173	TSEN54	283989	Gene::283989	TSEN54	mapped
ENSG00000182175	RGMA	56963	Gene::56963	RGMA	mapped
ENSG00000182177	ASB18	401036	Gene::401036	ASB18	mapped
ENSG00000182179	UBA7	7318	Gene::7318	UBA7	mapped
ENSG00000182180	MRPS16	51021	Gene::51021	MRPS16	mapped
ENSG00000182183	SHISAL2A	348378	Gene::348378	FAM159A	mapped
ENSG00000182185	RAD51B	5890	Gene::5890	RAD51B	mapped
ENSG00000182187	CRYGB	1419	Gene::1419	CRYGB	mapped
ENSG00000182195	LDOC1	23641	Gene::23641	LDOC1	mapped
ENSG00000182196	ARL6IP4	51329	Gene::51329	ARL6IP4	mapped
ENSG00000182197	EXT1	2131	Gene::2131	EXT1	mapped
ENSG00000182199	SHMT2	6472	Gene::6472	SHMT2	mapped
ENSG00000182208	MOB2	81532	Gene::81532	MOB2	mapped
ENSG00000182218	HHIPL1	84439	Gene::84439	HHIPL1	mapped
ENSG00000182220	ATP6AP2	10159	Gene::10159	ATP6AP2	mapped
ENSG00000182223	ZAR1	326340	Gene::326340	ZAR1	mapped
ENSG00000182224	CYB5D1	124637	Gene::124637	CYB5D1	mapped
ENSG00000182230	FAM153B	202134	Gene::202134	FAM153B	mapped
ENSG00000182240	BACE2	25825	Gene::25825	BACE2	mapped
ENSG00000182247	UBE2E2	7325	Gene::7325	UBE2E2	mapped
ENSG00000182253	SYNM	23336	Gene::23336	SYNM	mapped
ENSG00000182255	KCNA4	3739	Gene::3739	KCNA4	mapped
ENSG00000182256	GABRG3	2567	Gene::2567	GABRG3	mapped
ENSG00000182257	PRR34	55267	Gene::55267	PRR34	mapped
ENSG00000182261	NLRP10	338322	Gene::338322	NLRP10	mapped
ENSG00000182263	FIGN	55137	Gene::55137	FIGN	mapped
ENSG00000182264	IZUMO1	284359	Gene::284359	IZUMO1	mapped
ENSG00000182271	TMIGD1	388364	Gene::388364	TMIGD1	mapped
ENSG00000182272	B4GALNT4	338707	Gene::338707	B4GALNT4	mapped
ENSG00000182287	AP1S2	8905	Gene::8905	AP1S2	mapped
ENSG00000182307	C8orf33	65265	Gene::65265	C8orf33	mapped
ENSG00000182308	DCAF4L1	285429	Gene::285429	DCAF4L1	mapped
ENSG00000182315	MBD3L3	653657	Gene::653657	MBD3L3	mapped
ENSG00000182318	ZSCAN22	342945	Gene::342945	ZSCAN22	mapped
ENSG00000182324	KCNJ14	3770	Gene::3770	KCNJ14	mapped
ENSG00000182325	FBXL6	26233	Gene::26233	FBXL6	mapped
ENSG00000182326	C1S	716	Gene::716	C1S	mapped
ENSG00000182327	GLTPD2	388323	Gene::388323	GLTPD2	mapped
ENSG00000182329	KIAA2012	100652824	Gene::100652824	KIAA2012	mapped
ENSG00000182330	PRAMEF8	391002	Gene::391002	PRAMEF8	mapped
ENSG00000182333	LIPF	8513	Gene::8513	LIPF	mapped
ENSG00000182334	OR5P3	120066	Gene::120066	OR5P3	mapped
ENSG00000182346	DAOA	267012	Gene::267012	DAOA	mapped
ENSG00000182348	ZNF804B	219578	Gene::219578	ZNF804B	mapped
ENSG00000182352	CD300LD-AS1	146723	Gene::146723	C17orf77	mapped
ENSG00000182359	KBTBD3	143879	Gene::143879	KBTBD3	mapped
ENSG00000182362	YBEY	54059	Gene::54059	YBEY	mapped
ENSG00000182372	CLN8	2055	Gene::2055	CLN8	mapped
ENSG00000182378	PLCXD1	55344	Gene::55344	PLCXD1	mapped
ENSG00000182379	NXPH4	11247	Gene::11247	NXPH4	mapped
ENSG00000182389	CACNB4	785	Gene::785	CACNB4	mapped
ENSG00000182393	IFNL1	282618	Gene::282618	IFNL1	mapped
ENSG00000182400	TRAPPC6B	122553	Gene::122553	TRAPPC6B	mapped
ENSG00000182405	PGBD4	161779	Gene::161779	PGBD4	mapped
ENSG00000182415	CDY2A	9426	Gene::9426	CDY2A	mapped
ENSG00000182446	NPLOC4	55666	Gene::55666	NPLOC4	mapped
ENSG00000182447	OTOL1	131149	Gene::131149	OTOL1	mapped
ENSG00000182450	KCNK4	50801	Gene::50801	KCNK4	mapped
ENSG00000182459	TEX19	400629	Gene::400629	TEX19	mapped
ENSG00000182463	TSHZ2	128553	Gene::128553	TSHZ2	mapped
ENSG00000182472	CAPN12	147968	Gene::147968	CAPN12	mapped
ENSG00000182473	EXOC7	23265	Gene::23265	EXOC7	mapped
ENSG00000182481	KPNA2	3838	Gene::3838	KPNA2	mapped
ENSG00000182489	XKRX	402415	Gene::402415	XKRX	mapped
ENSG00000182492	BGN	633	Gene::633	BGN	mapped
ENSG00000182504	CEP97	79598	Gene::79598	CEP97	mapped
ENSG00000182508	LHFPL1	340596	Gene::340596	LHFPL1	mapped
ENSG00000182511	FES	2242	Gene::2242	FES	mapped
ENSG00000182512	GLRX5	51218	Gene::51218	GLRX5	mapped
ENSG00000182518	VCF2	90736	Gene::90736	FAM104B	mapped
ENSG00000182521	TBPL2	387332	Gene::387332	TBPL2	mapped
ENSG00000182533	CAV3	859	Gene::859	CAV3	mapped
ENSG00000182534	MXRA7	439921	Gene::439921	MXRA7	mapped
ENSG00000182541	LIMK2	3985	Gene::3985	LIMK2	mapped
ENSG00000182544	SLC61A1	84975	Gene::84975	MFSD5	mapped
ENSG00000182545	RNASE10	338879	Gene::338879	RNASE10	mapped
ENSG00000182551	ADI1	55256	Gene::55256	ADI1	mapped
ENSG00000182552	RWDD4	201965	Gene::201965	RWDD4	mapped
ENSG00000182557	SPNS3	201305	Gene::201305	SPNS3	mapped
ENSG00000182566	CLEC4G	339390	Gene::339390	CLEC4G	mapped
ENSG00000182568	SATB1	6304	Gene::6304	SATB1	mapped
ENSG00000182575	NXPH3	11248	Gene::11248	NXPH3	mapped
ENSG00000182578	CSF1R	1436	Gene::1436	CSF1R	mapped
ENSG00000182580	EPHB3	2049	Gene::2049	EPHB3	mapped
ENSG00000182583	VCX	26609	Gene::26609	VCX	mapped
ENSG00000182585	EPGN	255324	Gene::255324	EPGN	mapped
ENSG00000182591	KRTAP11-1	337880	Gene::337880	KRTAP11-1	mapped
ENSG00000182600	SNORC	389084	Gene::389084	C2orf82	mapped
ENSG00000182601	HS3ST4	9951	Gene::9951	HS3ST4	mapped
ENSG00000182606	TRAK1	22906	Gene::22906	TRAK1	mapped
ENSG00000182612	TSPAN10	83882	Gene::83882	TSPAN10	mapped
ENSG00000182613	OR2V2	285659	Gene::285659	OR2V2	mapped
ENSG00000182621	PLCB1	23236	Gene::23236	PLCB1	mapped
ENSG00000182628	SKA2	348235	Gene::348235	SKA2	mapped
ENSG00000182631	RXFP3	51289	Gene::51289	RXFP3	mapped
ENSG00000182634	OR10G7	390265	Gene::390265	OR10G7	mapped
ENSG00000182636	NDN	4692	Gene::4692	NDN	mapped
ENSG00000182645	CCDC172	374355	Gene::374355	CCDC172	mapped
ENSG00000182652	OR4Q3	441669	Gene::441669	OR4Q3	mapped
ENSG00000182667	NTM	50863	Gene::50863	NTM	mapped
ENSG00000182670	TTC3	7267	Gene::7267	TTC3	mapped
ENSG00000182674	KCNB2	9312	Gene::9312	KCNB2	mapped
ENSG00000182676	PPP1R27	116729	Gene::116729	PPP1R27	mapped
ENSG00000182685	BRICD5	283870	Gene::283870	BRICD5	mapped
ENSG00000182687	GALR2	8811	Gene::8811	GALR2	mapped
ENSG00000182698	RESP18	389075	Gene::389075	RESP18	mapped
ENSG00000182700	IGIP	492311	Gene::492311	IGIP	mapped
ENSG00000182704	TSKU	25987	Gene::25987	TSKU	mapped
ENSG00000182712	CMC4	100272147	Gene::100272147	CMC4	mapped
ENSG00000182718	ANXA2	302	Gene::302	ANXA2	mapped
ENSG00000182732	RGS6	9628	Gene::9628	RGS6	mapped
ENSG00000182742	HOXB4	3214	Gene::3214	HOXB4	mapped
ENSG00000182747	SLC35D3	340146	Gene::340146	SLC35D3	mapped
ENSG00000182749	PAQR7	164091	Gene::164091	PAQR7	mapped
ENSG00000182752	PAPPA	5069	Gene::5069	PAPPA	mapped
ENSG00000182759	MAFA	389692	Gene::389692	MAFA	mapped
ENSG00000182768	NGRN	51335	Gene::51335	NGRN	mapped
ENSG00000182771	GRID1	2894	Gene::2894	GRID1	mapped
ENSG00000182774	RPS17	6218	Gene::6218	RPS17	mapped
ENSG00000182782	HCAR2	338442	Gene::338442	HCAR2	mapped
ENSG00000182783	OR2T29	343563	Gene::343563	OR2T29	mapped
ENSG00000182791	CCDC87	55231	Gene::55231	CCDC87	mapped
ENSG00000182793	GSTA5	221357	Gene::221357	GSTA5	mapped
ENSG00000182795	C1orf116	79098	Gene::79098	C1orf116	mapped
ENSG00000182798	MAGEB17	645864	Gene::645864	MAGEB17	mapped
ENSG00000182809	CRIP2	1397	Gene::1397	CRIP2	mapped
ENSG00000182810	DDX28	55794	Gene::55794	DDX28	mapped
ENSG00000182816	KRTAP13-2	337959	Gene::337959	KRTAP13-2	mapped
ENSG00000182824	FAM230E	642643	Gene::642643	LOC642643	mapped
ENSG00000182827	ACBD3	64746	Gene::64746	ACBD3	mapped
ENSG00000182831	HAPSTR1	29035	Gene::29035	C16orf72	mapped
ENSG00000182836	PLCXD3	345557	Gene::345557	PLCXD3	mapped
ENSG00000182853	VMO1	284013	Gene::284013	VMO1	mapped
ENSG00000182854	OR4F15	390649	Gene::390649	OR4F15	mapped
ENSG00000182858	ALG12	79087	Gene::79087	ALG12	mapped
ENSG00000182866	LCK	3932	Gene::3932	LCK	mapped
ENSG00000182870	GALNT9	50614	Gene::50614	GALNT9	mapped
ENSG00000182871	COL18A1	80781	Gene::80781	COL18A1	mapped
ENSG00000182872	RBM10	8241	Gene::8241	RBM10	mapped
ENSG00000182873	PRKCZ-AS1	100506504	Gene::100506504	LOC100506504	mapped
ENSG00000182885	ADGRG3	222487	Gene::222487	ADGRG3	mapped
ENSG00000182890	GLUD2	2747	Gene::2747	GLUD2	mapped
ENSG00000182896	TMEM95	339168	Gene::339168	TMEM95	mapped
ENSG00000182898	TCHHL1	126637	Gene::126637	TCHHL1	mapped
ENSG00000182899	RPL35A	6165	Gene::6165	RPL35A	mapped
ENSG00000182901	RGS7	6000	Gene::6000	RGS7	mapped
ENSG00000182902	SLC25A18	83733	Gene::83733	SLC25A18	mapped
ENSG00000182903	ZNF721	170960	Gene::170960	ZNF721	mapped
ENSG00000182916	TCEAL7	56849	Gene::56849	TCEAL7	mapped
ENSG00000182919	BKGD	28970	Gene::28970	C11orf54	mapped
ENSG00000182923	CEP63	80254	Gene::80254	CEP63	mapped
ENSG00000182931	WFDC10B	280664	Gene::280664	WFDC10B	mapped
ENSG00000182934	SRPRA	6734	Gene::6734	SRPR	mapped
ENSG00000182938	OTOP3	347741	Gene::347741	OTOP3	mapped
ENSG00000182944	EWSR1	2130	Gene::2130	EWSR1	mapped
ENSG00000182950	CIMAP1C	161753	Gene::161753	ODF3L1	mapped
ENSG00000182952	HMGN4	10473	Gene::10473	HMGN4	mapped
ENSG00000182957	SPATA13	221178	Gene::221178	SPATA13	mapped
ENSG00000182963	GJC1	10052	Gene::10052	GJC1	mapped
ENSG00000182968	SOX1	6656	Gene::6656	SOX1	mapped
ENSG00000182973	CNOT10	25904	Gene::25904	CNOT10	mapped
ENSG00000182979	MTA1	9112	Gene::9112	MTA1	mapped
ENSG00000182983	ZNF662	389114	Gene::389114	ZNF662	mapped
ENSG00000182985	CADM1	23705	Gene::23705	CADM1	mapped
ENSG00000182986	ZNF320	162967	Gene::162967	ZNF320	mapped
ENSG00000182993	C12orf60	144608	Gene::144608	C12orf60	mapped
ENSG00000183010	PYCR1	5831	Gene::5831	PYCR1	mapped
ENSG00000183011	NAA38	84316	Gene::84316	NAA38	mapped
ENSG00000183018	SPNS2	124976	Gene::124976	SPNS2	mapped
ENSG00000183019	MCEMP1	199675	Gene::199675	MCEMP1	mapped
ENSG00000183020	AP2A2	161	Gene::161	AP2A2	mapped
ENSG00000183023	SLC8A1	6546	Gene::6546	SLC8A1	mapped
ENSG00000183024	OR1G1	8390	Gene::8390	OR1G1	mapped
ENSG00000183032	SLC25A21	89874	Gene::89874	SLC25A21	mapped
ENSG00000183034	OTOP2	92736	Gene::92736	OTOP2	mapped
ENSG00000183035	CYLC1	1538	Gene::1538	CYLC1	mapped
ENSG00000183036	PCP4	5121	Gene::5121	PCP4	mapped
ENSG00000183044	ABAT	18	Gene::18	ABAT	mapped
ENSG00000183048	SLC25A10	1468	Gene::1468	SLC25A10	mapped
ENSG00000183049	CAMK1D	57118	Gene::57118	CAMK1D	mapped
ENSG00000183054	RGPD6	729540	Gene::729540	RGPD6	mapped
ENSG00000183060	LYSMD4	145748	Gene::145748	LYSMD4	mapped
ENSG00000183066	WBP2NL	164684	Gene::164684	WBP2NL	mapped
ENSG00000183067	IGSF5	150084	Gene::150084	IGSF5	mapped
ENSG00000183072	NKX2-5	1482	Gene::1482	NKX2-5	mapped
ENSG00000183077	AFMID	125061	Gene::125061	AFMID	mapped
ENSG00000183087	GAS6	2621	Gene::2621	GAS6	mapped
ENSG00000183090	FREM3	166752	Gene::166752	FREM3	mapped
ENSG00000183091	NEB	4703	Gene::4703	NEB	mapped
ENSG00000183092	BEGAIN	57596	Gene::57596	BEGAIN	mapped
ENSG00000183098	GPC6	10082	Gene::10082	GPC6	mapped
ENSG00000183111	ARHGEF37	389337	Gene::389337	ARHGEF37	mapped
ENSG00000183114	FAM43B	163933	Gene::163933	FAM43B	mapped
ENSG00000183117	CSMD1	64478	Gene::64478	CSMD1	mapped
ENSG00000183128	CALHM3	119395	Gene::119395	CALHM3	mapped
ENSG00000183134	PTGDR2	11251	Gene::11251	PTGDR2	mapped
ENSG00000183137	CEP57L1	285753	Gene::285753	CEP57L1	mapped
ENSG00000183145	RIPPLY3	53820	Gene::53820	RIPPLY3	mapped
ENSG00000183146	PRORY	100533178	Gene::100533178	PRORY	mapped
ENSG00000183148	ANKRD20A2P	441430	Gene::441430	ANKRD20A2	mapped
ENSG00000183150	GPR19	2842	Gene::2842	GPR19	mapped
ENSG00000183153	GJD3	125111	Gene::125111	GJD3	mapped
ENSG00000183155	RABIF	5877	Gene::5877	RABIF	mapped
ENSG00000183160	TMEM119	338773	Gene::338773	TMEM119	mapped
ENSG00000183161	FANCF	2188	Gene::2188	FANCF	mapped
ENSG00000183166	CALN1	83698	Gene::83698	CALN1	mapped
ENSG00000183172	SMDT1	91689	Gene::91689	SMDT1	mapped
ENSG00000183185	GABRR3	200959	Gene::200959	GABRR3	mapped
ENSG00000183186	C2CD4C	126567	Gene::126567	C2CD4C	mapped
ENSG00000183196	CHST6	4166	Gene::4166	CHST6	mapped
ENSG00000183206	POTEC	388468	Gene::388468	POTEC	mapped
ENSG00000183207	RUVBL2	10856	Gene::10856	RUVBL2	mapped
ENSG00000183208	GDPGP1	390637	Gene::390637	GDPGP1	mapped
ENSG00000183230	CTNNA3	29119	Gene::29119	CTNNA3	mapped
ENSG00000183246	RIMBP3C	150221	Gene::150221	RIMBP3C	mapped
ENSG00000183248	PRR36	80164	Gene::80164	PRR36	mapped
ENSG00000183251	OR51B4	79339	Gene::79339	OR51B4	mapped
ENSG00000183255	PTTG1IP	754	Gene::754	PTTG1IP	mapped
ENSG00000183258	DDX41	51428	Gene::51428	DDX41	mapped
ENSG00000183260	ABHD16B	140701	Gene::140701	ABHD16B	mapped
ENSG00000183269	OR52E8	390079	Gene::390079	OR52E8	mapped
ENSG00000183273	CCDC60	160777	Gene::160777	CCDC60	mapped
ENSG00000183281	PLGLB1	5343	Gene::5343	PLGLB1	mapped
ENSG00000183283	DAZAP2	9802	Gene::9802	DAZAP2	mapped
ENSG00000183287	CCBE1	147372	Gene::147372	CCBE1	mapped
ENSG00000183291	SELENOF	9403	Gene::9403	SEP15	mapped
ENSG00000183303	OR5P2	120065	Gene::120065	OR5P2	mapped
ENSG00000183304	FAM9A	171482	Gene::171482	FAM9A	mapped
ENSG00000183305	MAGEA2B	266740	Gene::266740	MAGEA2B	mapped
ENSG00000183307	TMEM121B	27439	Gene::27439	CECR6	mapped
ENSG00000183309	ZNF623	9831	Gene::9831	ZNF623	mapped
ENSG00000183310	OR2T34	127068	Gene::127068	OR2T34	mapped
ENSG00000183313	OR52L1	338751	Gene::338751	OR52L1	mapped
ENSG00000183317	EPHA10	284656	Gene::284656	EPHA10	mapped
ENSG00000183318	SPDYE4	388333	Gene::388333	SPDYE4	mapped
ENSG00000183323	CCDC125	202243	Gene::202243	CCDC125	mapped
ENSG00000183324	REC114	283677	Gene::283677	REC114	mapped
ENSG00000183336	BOLA2	552900	Gene::552900	BOLA2	mapped
ENSG00000183337	BCOR	54880	Gene::54880	BCOR	mapped
ENSG00000183340	JRKL	8690	Gene::8690	JRKL	mapped
ENSG00000183346	CABCOCO1	219621	Gene::219621	C10orf107	mapped
ENSG00000183347	GBP6	163351	Gene::163351	GBP6	mapped
ENSG00000183354	BRD10	158358	Gene::158358	KIAA2026	mapped
ENSG00000183378	OVCH2	341277	Gene::341277	OVCH2	mapped
ENSG00000183379	SYNDIG1L	646658	Gene::646658	SYNDIG1L	mapped
ENSG00000183386	FHL3	2275	Gene::2275	FHL3	mapped
ENSG00000183389	OR56A4	120793	Gene::120793	OR56A4	mapped
ENSG00000183395	PMCH	5367	Gene::5367	PMCH	mapped
ENSG00000183396	TMEM89	440955	Gene::440955	TMEM89	mapped
ENSG00000183397	TEKTIP1	100128569	Gene::100128569	C19orf71	mapped
ENSG00000183401	CCDC159	126075	Gene::126075	CCDC159	mapped
ENSG00000183421	RIPK4	54101	Gene::54101	RIPK4	mapped
ENSG00000183423	LRIT3	345193	Gene::345193	LRIT3	mapped
ENSG00000183426	NPIPA1	9284	Gene::9284	NPIPA1	mapped
ENSG00000183431	SF3A3	10946	Gene::10946	SF3A3	mapped
ENSG00000183434	TFDP3	51270	Gene::51270	TFDP3	mapped
ENSG00000183439	TRIM61	391712	Gene::391712	TRIM61	mapped
ENSG00000183454	GRIN2A	2903	Gene::2903	GRIN2A	mapped
ENSG00000183463	URAD	646625	Gene::646625	URAD	mapped
ENSG00000183474	GTF2H2C	728340	Gene::728340	GTF2H2C	mapped
ENSG00000183475	ASB7	140460	Gene::140460	ASB7	mapped
ENSG00000183476	SH2D7	646892	Gene::646892	SH2D7	mapped
ENSG00000183479	TREX2	11219	Gene::11219	TREX2	mapped
ENSG00000183484	GPR132	29933	Gene::29933	GPR132	mapped
ENSG00000183486	MX2	4600	Gene::4600	MX2	mapped
ENSG00000183495	EP400	57634	Gene::57634	EP400	mapped
ENSG00000183496	MEX3B	84206	Gene::84206	MEX3B	mapped
ENSG00000183508	TENT5C	54855	Gene::54855	FAM46C	mapped
ENSG00000183513	COA5	493753	Gene::493753	COA5	mapped
ENSG00000183520	UTP11	51118	Gene::51118	UTP11L	mapped
ENSG00000183527	PSMG1	8624	Gene::8624	PSMG1	mapped
ENSG00000183530	PRR14L	253143	Gene::253143	PRR14L	mapped
ENSG00000183542	KLRC4	8302	Gene::8302	KLRC4	mapped
ENSG00000183549	ACSM5	54988	Gene::54988	ACSM5	mapped
ENSG00000183559	C10orf120	399814	Gene::399814	C10orf120	mapped
ENSG00000183560	IZUMO1R	390243	Gene::390243	IZUMO1R	mapped
ENSG00000183569	SERHL2	253190	Gene::253190	SERHL2	mapped
ENSG00000183570	PCBP3	54039	Gene::54039	PCBP3	mapped
ENSG00000183571	PGPEP1L	145814	Gene::145814	PGPEP1L	mapped
ENSG00000183576	SETD3	84193	Gene::84193	SETD3	mapped
ENSG00000183578	TIPE3	388121	Gene::388121	TNFAIP8L3	mapped
ENSG00000183579	ZNRF3	84133	Gene::84133	ZNRF3	mapped
ENSG00000183580	FBXL7	23194	Gene::23194	FBXL7	mapped
ENSG00000183597	TANGO2	128989	Gene::128989	TANGO2	mapped
ENSG00000183598	H3C13	653604	Gene::653604	HIST2H3D	mapped
ENSG00000183605	SFXN4	119559	Gene::119559	SFXN4	mapped
ENSG00000183607	GKN2	200504	Gene::200504	GKN2	mapped
ENSG00000183615	FAM167B	84734	Gene::84734	FAM167B	mapped
ENSG00000183617	MRPL54	116541	Gene::116541	MRPL54	mapped
ENSG00000183621	ZNF438	220929	Gene::220929	ZNF438	mapped
ENSG00000183624	HMCES	56941	Gene::56941	HMCES	mapped
ENSG00000183625	CCR3	1232	Gene::1232	CCR3	mapped
ENSG00000183628	DGCR6	8214	Gene::8214	DGCR6	mapped
ENSG00000183631	PRR32	100130613	Gene::100130613	PRR32	mapped
ENSG00000183632	TP53TG3	24150	Gene::24150	TP53TG3	mapped
ENSG00000183638	RP1L1	94137	Gene::94137	RP1L1	mapped
ENSG00000183640	KRTAP8-1	337879	Gene::337879	KRTAP8-1	mapped
ENSG00000183643	C15orf32	145858	Gene::145858	C15orf32	mapped
ENSG00000183644	HOATZ	399949	Gene::399949	C11orf88	mapped
ENSG00000183647	ZNF530	348327	Gene::348327	ZNF530	mapped
ENSG00000183648	NDUFB1	4707	Gene::4707	NDUFB1	mapped
ENSG00000183654	MARCHF11	441061	Gene::441061	MARCH11	mapped
ENSG00000183655	KLHL25	64410	Gene::64410	KLHL25	mapped
ENSG00000183662	TAFA1	407738	Gene::407738	FAM19A1	mapped
ENSG00000183665	TYW2	55039	Gene::55039	TRMT12	mapped
ENSG00000183668	PSG9	5678	Gene::5678	PSG9	mapped
ENSG00000183671	CMKLR2	2825	Gene::2825	GPR1	mapped
ENSG00000183682	BMP8A	353500	Gene::353500	BMP8A	mapped
ENSG00000183684	ALYREF	10189	Gene::10189	ALYREF	mapped
ENSG00000183688	RFLNB	359845	Gene::359845	FAM101B	mapped
ENSG00000183690	EFHC2	80258	Gene::80258	EFHC2	mapped
ENSG00000183691	NOG	9241	Gene::9241	NOG	mapped
