hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::146691	TOM1L2	146691	ENSG00000175662	TOM1L2
Gene::122046	TEX26	122046	ENSG00000175664	TEX26
Gene::58492	ZNF77	58492	ENSG00000175691	ZNF77
Gene::165829	GPR156	165829	ENSG00000175697	GPR156
Gene::126695	KDF1	126695	ENSG00000175707	KDF1
Gene::146712	B3GNTL1	146712	ENSG00000175711	QTGAL
Gene::139804	RBMXL3	139804	ENSG00000175718	RBMXL3
Gene::22877	MLXIP	22877	ENSG00000175727	MLXIP
Gene::283171	C11orf44	283171	ENSG00000175728	LINC02873
Gene::7025	NR2F1	7025	ENSG00000175745	NR2F1
Gene::400360	C15orf54	400360	ENSG00000175746	LINC02915
Gene::54998	AURKAIP1	54998	ENSG00000175756	AURKAIP1
Gene::158135	TTLL11	158135	ENSG00000175764	TTLL11
Gene::253314	EIF4E1B	253314	ENSG00000175766	EIF4E1B
Gene::401505	TOMM5	401505	ENSG00000175768	TOMM5
Gene::400359	C15orf53	400359	ENSG00000175779	LINC02694
Gene::55508	SLC35E3	55508	ENSG00000175782	SLC35E3
Gene::145270	PRIMA1	145270	ENSG00000175785	PRIMA1
Gene::169841	ZNF169	169841	ENSG00000175787	ZNF169
Gene::8607	RUVBL1	8607	ENSG00000175792	RUVBL1
Gene::2810	SFN	2810	ENSG00000175793	SFN
Gene::4482	MSRA	4482	ENSG00000175806	MSRA
Gene::158506	ZNF645	158506	ENSG00000175809	CBLL2
Gene::643677	CCDC168	643677	ENSG00000175820	LRTM3
Gene::23399	CTDNEP1	23399	ENSG00000175826	CTDNEP1
Gene::2118	ETV4	2118	ENSG00000175832	ETV4
Gene::375757	SWI5	375757	ENSG00000175854	SWI5
Gene::202309	GAPT	202309	ENSG00000175857	GAPT
Gene::10458	BAIAP2	10458	ENSG00000175866	BAIAP2
Gene::797	CALCB	797	ENSG00000175868	CALCB
Gene::200407	CREG2	200407	ENSG00000175874	CREG2
Gene::135886	WBSCR28	135886	ENSG00000175877	TMEM270
Gene::3234	HOXD8	3234	ENSG00000175879	HOXD8
Gene::340481	ZDHHC21	340481	ENSG00000175893	ZDHHC21
Gene::54084	TSPEAR	54084	ENSG00000175894	TSPEAR
Gene::79666	PLEKHF2	79666	ENSG00000175895	PLEKHF2
Gene::2	A2M	2	ENSG00000175899	A2M
Gene::379	ARL4D	379	ENSG00000175906	ARL4D
Gene::285489	DOK7	285489	ENSG00000175920	DOK7
Gene::57633	LRRN1	57633	ENSG00000175928	LRRN1
Gene::63893	UBE2O	63893	ENSG00000175931	UBE2O
Gene::93129	ORAI3	93129	ENSG00000175938	ORAI3
Gene::340359	KLHL38	340359	ENSG00000175946	KLHL38
Gene::84747	UNC119B	84747	ENSG00000175970	UNC119B
Gene::163259	DENND2C	163259	ENSG00000175984	DENND2C
Gene::400224	PLEKHD1	400224	ENSG00000175985	PLEKHD1
Gene::56676	ASCL3	56676	ENSG00000176009	ASCL3
Gene::84617	TUBB6	84617	ENSG00000176014	TUBB6
Gene::116068	LYSMD3	116068	ENSG00000176018	LYSMD3
Gene::386724	AMIGO3	386724	ENSG00000176020	AMIGO3
Gene::126792	B3GALT6	126792	ENSG00000176022	B3GALT6
Gene::79898	ZNF613	79898	ENSG00000176024	ZNF613
Gene::56673	C11orf16	56673	ENSG00000176029	C11orf16
Gene::344805	TMPRSS7	344805	ENSG00000176040	TMPRSS7
Gene::26471	NUPR1	26471	ENSG00000176046	NUPR1
Gene::9832	JAKMIP2	9832	ENSG00000176049	JAKMIP2
Gene::153364	MBLAC2	153364	ENSG00000176055	MBLAC2
Gene::286262	TPRN	286262	ENSG00000176058	TPRN
Gene::23630	KCNE5	23630	ENSG00000176076	KCNE5
Gene::257101	ZNF683	257101	ENSG00000176083	ZNF683
Gene::113829	SLC35A4	113829	ENSG00000176087	SLC35A4
Gene::55057	AIM1L	55057	ENSG00000176092	CRYBG2
Gene::9807	IP6K1	9807	ENSG00000176095	IP6K1
Gene::8636	SSNA1	8636	ENSG00000176101	SSNA1
Gene::1479	CSTF3	1479	ENSG00000176102	CSTF3
Gene::7525	YES1	7525	ENSG00000176105	YES1
Gene::79643	CHMP6	79643	ENSG00000176108	CHMP6
Gene::402682	UFSP1	402682	ENSG00000176125	UFSP1
Gene::4161	MC5R	4161	ENSG00000176136	MC5R
Gene::55254	TMEM39A	55254	ENSG00000176142	TMEM39A
Gene::55346	TCP11L1	55346	ENSG00000176148	TCP11L1
Gene::2877	GPX2	2877	ENSG00000176153	GPX2
Gene::284001	CCDC57	284001	ENSG00000176155	CCDC57
Gene::124535	HSF5	124535	ENSG00000176160	HSF5
Gene::2290	FOXG1	2290	ENSG00000176165	FOXG1
Gene::8877	SPHK1	8877	ENSG00000176170	SPHK1
Gene::664	BNIP3	664	ENSG00000176171	BNIP3
Gene::150350	ENTHD1	150350	ENSG00000176177	ENTHD1
Gene::339344	MYPOP	339344	ENSG00000176182	MYPOP
Gene::1149	CIDEA	1149	ENSG00000176194	CIDEA
Gene::390442	OR11H4	390442	ENSG00000176198	OR11H4
Gene::219986	OR4D11	219986	ENSG00000176200	OR4D11
Gene::80059	LRRTM4	80059	ENSG00000176204	LRRTM4
Gene::79915	ATAD5	79915	ENSG00000176208	ATAD5
Gene::114926	SMIM19	114926	ENSG00000176209	SMIM19
Gene::122748	OR11H6	122748	ENSG00000176219	OR11H6
Gene::342908	ZNF404	342908	ENSG00000176222	ZNF404
Gene::25914	RTTN	25914	ENSG00000176225	RTTN
Gene::390436	OR4K17	390436	ENSG00000176230	OR4K17
Gene::126541	OR10H4	126541	ENSG00000176231	OR10H4
Gene::221060	C10orf111	221060	ENSG00000176236	RPP38-DT
Gene::390058	OR51B6	390058	ENSG00000176239	OR51B6
Gene::414149	ACBD7	414149	ENSG00000176244	ACBD7
Gene::122742	OR4L1	122742	ENSG00000176246	OR4L1
Gene::29882	ANAPC2	29882	ENSG00000176248	ANAPC2
Gene::390433	OR4K13	390433	ENSG00000176253	OR4K13
Gene::127540	HMGB4	127540	ENSG00000176256	HMGB4
Gene::339487	ZBTB8OS	339487	ENSG00000176261	TSLIG1
Gene::441308	OR4F21	441308	ENSG00000176269	OR4F21
Gene::159371	SLC35G1	159371	ENSG00000176273	SLC35G1
Gene::79317	OR4K5	79317	ENSG00000176281	OR4K5
Gene::7694	ZNF135	7694	ENSG00000176293	ZNF135
Gene::390429	OR4N2	390429	ENSG00000176294	OR4N2
Gene::441670	OR4M1	441670	ENSG00000176299	OR4M1
Gene::283150	FOXR1	283150	ENSG00000176302	FOXR1
Gene::1351	COX8A	1351	ENSG00000176340	COX8A
Gene::255061	TAC4	255061	ENSG00000176358	TAC4
Gene::54993	ZSCAN2	54993	ENSG00000176371	ZSCAN2
Gene::285800	PRR18	285800	ENSG00000176381	PRR18
Gene::79369	B3GNT4	79369	ENSG00000176383	B3GNT4
Gene::246184	CDC26	246184	ENSG00000176386	CDC26
Gene::3291	HSD11B2	3291	ENSG00000176387	HSD11B2
Gene::51379	CRLF3	51379	ENSG00000176390	CRLF3
Gene::6051	RNPEP	6051	ENSG00000176393	RNPEP
Gene::163126	EID2	163126	ENSG00000176396	EID2
Gene::63951	DMRTA1	63951	ENSG00000176399	DMRTA1
Gene::126272	EID2B	126272	ENSG00000176401	EID2B
Gene::349149	GJC3	349149	ENSG00000176402	GJC3
Gene::9699	RIMS2	9699	ENSG00000176406	RIMS2
Gene::56888	KCMF1	56888	ENSG00000176407	KCMF1
Gene::84277	DNAJC30	84277	ENSG00000176410	DNAJC30
Gene::283377	SPRYD4	283377	ENSG00000176422	SPRYD4
Gene::155382	VPS37D	155382	ENSG00000176428	VPS37D
Gene::161198	CLEC14A	161198	ENSG00000176435	CLEC14A
Gene::161176	SYNE3	161176	ENSG00000176438	SYNE3
Gene::1196	CLK2	1196	ENSG00000176444	CLK2
Gene::254531	LPCAT4	254531	ENSG00000176454	LPCAT4
Gene::28232	SLCO3A1	28232	ENSG00000176463	SLCO3A1
Gene::284346	ZNF575	284346	ENSG00000176472	ZNF575
Gene::79446	WDR25	79446	ENSG00000176473	WDR25
Gene::112869	CCDC101	112869	ENSG00000176476	SGF29
Gene::11145	PLA2G16	11145	ENSG00000176485	PLAAT3
Gene::148252	DIRAS1	148252	ENSG00000176490	DIRAS1
Gene::390195	OR5AN1	390195	ENSG00000176495	OR5AN1
Gene::653583	PHLDB3	653583	ENSG00000176531	PHLDB3
Gene::222171	PRR15	222171	ENSG00000176532	PRR15
Gene::2788	GNG7	2788	ENSG00000176533	GNG7
Gene::205717	KIAA2018	205717	ENSG00000176542	USF3
Gene::256144	OR4C3	256144	ENSG00000176547	OR4C3
Gene::256148	OR4S1	256148	ENSG00000176555	OR4S1
Gene::124817	CNTD1	124817	ENSG00000176563	CNTD1
Gene::138009	DCAF4L2	138009	ENSG00000176566	DCAF4L2
Gene::390113	OR4X1	390113	ENSG00000176567	OR4X1
Gene::168975	CNBD1	168975	ENSG00000176571	CNBD1
Gene::9920	KBTBD11	9920	ENSG00000176595	KBTBD11
Gene::84002	B3GNT5	84002	ENSG00000176597	B3GNT5
Gene::80122	MAP3K19	80122	ENSG00000176601	MAP3K19
Gene::283598	C14orf177	283598	ENSG00000176605	LINC02914
Gene::84823	LMNB2	84823	ENSG00000176619	LMNB2
Gene::51115	RMDN1	51115	ENSG00000176623	RMDN1
Gene::51320	MEX3C	51320	ENSG00000176624	MEX3C
Gene::150280	HORMAD2	150280	ENSG00000176635	HORMAD2
Gene::220441	RNF152	220441	ENSG00000176641	RNF152
Gene::4642	MYO1D	4642	ENSG00000176658	MYO1D
Gene::2300	FOXL1	2300	ENSG00000176678	FOXL1
Gene::90655	TGIF2LY	90655	ENSG00000176679	TGIF2LY
Gene::9884	LRRC37A	9884	ENSG00000176681	LRRC37A
Gene::2303	FOXC2	2303	ENSG00000176692	FOXC2
Gene::81099	OR4F17	81099	ENSG00000176695	OR4F17
Gene::627	BDNF	627	ENSG00000176697	BDNF
Gene::79635	CCDC121	79635	ENSG00000176714	CCDC121
Gene::197322	ACSF3	197322	ENSG00000176715	ACSF3
Gene::666	BOK	666	ENSG00000176720	BOK
Gene::283933	ZNF843	283933	ENSG00000176723	ZNF843
Gene::401466	C8orf59	401466	ENSG00000176731	RBIS
Gene::375189	PFN4	375189	ENSG00000176732	PFN4
Gene::283111	OR51V1	283111	ENSG00000176742	OR51V1
Gene::158809	MAGEB6	158809	ENSG00000176746	MAGEB6
Gene::8851	CDK5R1	8851	ENSG00000176749	CDK5R1
Gene::644809	C15orf56	644809	ENSG00000176753	PAK6-AS1
Gene::256536	TCERG1L	256536	ENSG00000176769	TCERG1L
Gene::344148	NCKAP5	344148	ENSG00000176771	NCKAP5
Gene::286514	MAGEB18	286514	ENSG00000176774	MAGEB18
Gene::140596	DEFB104A	140596	ENSG00000176782	DEFB104A
Gene::80230	RUFY1	80230	ENSG00000176783	RUFY1
Gene::119678	OR52E2	119678	ENSG00000176787	OR52E2
Gene::10409	BASP1	10409	ENSG00000176788	BASP1
Gene::414325	DEFB103A	414325	ENSG00000176797	DEFB103A
Gene::119682	OR51L1	119682	ENSG00000176798	OR51L1
Gene::374819	LRRC37A3	374819	ENSG00000176809	LRRC37A3
Gene::54621	VSIG10	54621	ENSG00000176834	VSIG10
Gene::10265	IRX5	10265	ENSG00000176842	IRX5
Gene::284207	METRNL	284207	ENSG00000176845	METRNL
Gene::157769	FAM91A1	157769	ENSG00000176853	FAM91A1
Gene::55884	WSB2	55884	ENSG00000176871	WSB2
Gene::2902	GRIN1	2902	ENSG00000176884	GRIN1
Gene::6664	SOX11	6664	ENSG00000176887	SOX11
Gene::7298	TYMS	7298	ENSG00000176890	TYMS
Gene::81282	OR51G2	81282	ENSG00000176893	OR51G2
Gene::5827	PXMP2	5827	ENSG00000176894	PXMP2
Gene::119687	OR51A7	119687	ENSG00000176895	OR51A7
Gene::170082	TCEANC	170082	ENSG00000176896	TCEANC
Gene::401665	OR51T1	401665	ENSG00000176900	OR51T1
Gene::9240	PNMA1	9240	ENSG00000176903	PNMA1
Gene::56892	C8orf4	56892	ENSG00000176907	TCIM
Gene::284358	MAMSTR	284358	ENSG00000176909	MAMSTR
Gene::494514	TYMSOS	494514	ENSG00000176912	TYMSOS
Gene::23141	ANKLE2	23141	ENSG00000176915	ANKLE2
Gene::733	C8G	733	ENSG00000176919	C8G
Gene::2524	FUT2	2524	ENSG00000176920	FUT2
Gene::119692	OR51S1	119692	ENSG00000176922	OR51S1
Gene::119694	OR51F2	119694	ENSG00000176925	OR51F2
Gene::374786	EFCAB5	374786	ENSG00000176927	EFCAB5
Gene::51301	GCNT4	51301	ENSG00000176928	GCNT4
Gene::200958	MUC20	200958	ENSG00000176945	MUC20
Gene::51078	THAP4	51078	ENSG00000176946	THAP4
Gene::84901	NFATC2IP	84901	ENSG00000176953	NFATC2IP
Gene::4062	LY6H	4062	ENSG00000176956	LY6H
Gene::387758	FIBIN	387758	ENSG00000176971	FIBIN
Gene::23625	FAM89B	23625	ENSG00000176973	FAM89B
Gene::6470	SHMT1	6470	ENSG00000176974	SHMT1
Gene::29952	DPP7	29952	ENSG00000176978	DPP7
Gene::166655	TRIM60	166655	ENSG00000176979	TRIM60
Gene::9632	SEC24C	9632	ENSG00000176986	SEC24C
Gene::158521	FMR1NB	158521	ENSG00000176988	FMR1NB
Gene::140775	SMCR8	140775	ENSG00000176994	SMCR8
Gene::4524	MTHFR	4524	ENSG00000177000	MTHFR
Gene::503618	DEFB104B	503618	ENSG00000177023	DEFB104B
Gene::147685	C19orf18	147685	ENSG00000177025	C19orf18
Gene::10522	DEAF1	10522	ENSG00000177030	DEAF1
Gene::345778	MTX3	345778	ENSG00000177034	MTX3
Gene::283232	TMEM80	283232	ENSG00000177042	TMEM80
Gene::147912	SIX5	147912	ENSG00000177045	SIX5
Gene::3467	IFNW1	3467	ENSG00000177047	IFNW1
Gene::23403	FBXO46	23403	ENSG00000177051	FBXO46
Gene::54503	ZDHHC13	54503	ENSG00000177054	ZDHHC13
Gene::153129	SLC38A9	153129	ENSG00000177058	SLC38A9
Gene::340485	ACER2	340485	ENSG00000177076	ACER2
Gene::84942	WDR73	84942	ENSG00000177082	WDR73
Gene::5426	POLE	5426	ENSG00000177084	POLE
Gene::150368	FAM109B	150368	ENSG00000177096	PHETA2
Gene::6330	SCN4B	6330	ENSG00000177098	SCN4B
Gene::57453	DSCAML1	57453	ENSG00000177103	DSCAML1
Gene::391	RHOG	391	ENSG00000177105	RHOG
Gene::64787	EPS8L2	64787	ENSG00000177106	EPS8L2
Gene::283576	ZDHHC22	283576	ENSG00000177108	ZDHHC22
Gene::196527	ANO6	196527	ENSG00000177119	ANO6
Gene::403341	ZBTB34	403341	ENSG00000177125	ZBTB34
Gene::171483	FAM9B	171483	ENSG00000177138	FAM9B
Gene::1068	CETN1	1068	ENSG00000177143	CETN1
Gene::125228	FAM210A	125228	ENSG00000177150	MIMS1
Gene::403244	OR2T35	403244	ENSG00000177151	OR2T35
Gene::6888	TALDO1	6888	ENSG00000177156	TALDO1
Gene::8408	ULK1	8408	ENSG00000177169	ULK1
Gene::127066	OR14C36	127066	ENSG00000177174	OR14C36
Gene::284716	RIMKLA	284716	ENSG00000177181	RIMKLA
Gene::157807	CLVS1	157807	ENSG00000177182	CLVS1
Gene::391196	OR2M7	391196	ENSG00000177186	OR2M7
Gene::6197	RPS6KA3	6197	ENSG00000177189	RPS6KA3
Gene::374907	B3GNT8	374907	ENSG00000177191	B3GNT8
Gene::80324	PUS1	80324	ENSG00000177192	PUS1
Gene::80205	CHD9	80205	ENSG00000177200	CHD9
Gene::127064	OR2T12	127064	ENSG00000177201	OR2T12
Gene::171169	SPACA4	171169	ENSG00000177202	SPACA4
Gene::391195	OR2T33	391195	ENSG00000177212	OR2T33
Gene::347862	PDDC1	347862	ENSG00000177225	GATD1
Gene::493829	TRIM72	493829	ENSG00000177238	TRIM72
Gene::11253	MAN1B1	11253	ENSG00000177239	MAN1B1
Gene::55894	DEFB103B	55894	ENSG00000177243	DEFB103B
Gene::100289462	DEFB4B	100289462	ENSG00000177257	DEFB4B
Gene::3738	KCNA3	3738	ENSG00000177272	KCNA3
Gene::8325	FZD8	8325	ENSG00000177283	FZD8
Gene::219770	GJD4	219770	ENSG00000177291	GJD4
Gene::162517	FBXO39	162517	ENSG00000177294	FBXO39
Gene::53842	CLDN22	53842	ENSG00000177300	CLDN22
Gene::3737	KCNA2	3737	ENSG00000177301	KCNA2
Gene::7156	TOP3A	7156	ENSG00000177302	TOP3A
Gene::57513	CASKIN2	57513	ENSG00000177303	CASKIN2
Gene::253461	ZBTB38	253461	ENSG00000177311	ZBTB38
Gene::139105	BEND2	139105	ENSG00000177324	BEND2
Gene::286122	C8orf31	286122	ENSG00000177335	LY6S-AS1
Gene::64925	CCDC71	64925	ENSG00000177352	CCDC71
Gene::118461	C10orf71	118461	ENSG00000177354	C10orf71
Gene::144203	OVOS2	144203	ENSG00000177359	OVOS2P
Gene::221091	LRRN4CL	221091	ENSG00000177363	LRRN4CL
Gene::29928	TIMM22	29928	ENSG00000177370	TIMM22
Gene::3090	HIC1	3090	ENSG00000177374	HIC1
Gene::8541	PPFIA3	8541	ENSG00000177380	PPFIA3
Gene::64110	MAGEF1	64110	ENSG00000177383	MAGEF1
Gene::89766	UMODL1	89766	ENSG00000177398	UMODL1
Gene::219285	SAMD9L	219285	ENSG00000177409	SAMD9L
Gene::148581	UBE2U	148581	ENSG00000177414	UBE2U
Gene::5074	PAWR	5074	ENSG00000177425	PAWR
Gene::7050	TGIF1	7050	ENSG00000177426	TGIF1
Gene::125170	MIEF2	125170	ENSG00000177427	MIEF2
Gene::266812	NAP1L5	266812	ENSG00000177432	NAP1L5
Gene::167359	NIM1K	167359	ENSG00000177453	NIM1K
Gene::930	CD19	930	ENSG00000177455	CD19
Gene::203111	ERICH5	203111	ENSG00000177459	ERICH5
Gene::343172	OR2T8	343172	ENSG00000177462	OR2T8
Gene::7182	NR2C2	7182	ENSG00000177463	NR2C2
Gene::2828	GPR4	2828	ENSG00000177464	GPR4
Gene::122970	ACOT4	122970	ENSG00000177465	ACOT4
Gene::167826	OLIG3	167826	ENSG00000177468	OLIG3
Gene::284119	PTRF	284119	ENSG00000177469	CAVIN1
Gene::81469	OR2G3	81469	ENSG00000177476	OR2G3
Gene::10425	ARIH2	10425	ENSG00000177479	ARIH2
Gene::375316	RBM44	375316	ENSG00000177483	RBM44
Gene::10009	ZBTB33	10009	ENSG00000177485	ZBTB33
Gene::81470	OR2G2	81470	ENSG00000177489	OR2G2
Gene::79413	ZBED2	79413	ENSG00000177494	ZBED2
Gene::51480	VCX2	51480	ENSG00000177504	VCX2
Gene::79191	IRX3	79191	ENSG00000177508	IRX3
Gene::51046	ST8SIA3	51046	ENSG00000177511	ST8SIA3
Gene::56475	RPRM	56475	ENSG00000177519	RPRM
Gene::127623	OR2B11	127623	ENSG00000177535	OR2B11
Gene::79751	SLC25A22	79751	ENSG00000177542	SLC25A22
Gene::79874	RABEP2	79874	ENSG00000177548	RABEP2
Gene::4808	NHLH2	4808	ENSG00000177551	NHLH2
Gene::475	ATOX1	475	ENSG00000177556	ATOX1
Gene::148109	FAM187B	148109	ENSG00000177558	FAM187B
Gene::79718	TBL1XR1	79718	ENSG00000177565	TBL1XR1
Gene::401474	SAMD12	401474	ENSG00000177570	SAMD12
Gene::9332	CD163	9332	ENSG00000177575	CD163
Gene::497661	C18orf32	497661	ENSG00000177576	C18orf32
Gene::55367	PIDD1	55367	ENSG00000177595	PIDD1
Gene::126069	ZNF491	126069	ENSG00000177599	ZNF491
Gene::6181	RPLP2	6181	ENSG00000177600	RPLP2
Gene::83903	GSG2	83903	ENSG00000177602	HASPIN
Gene::3725	JUN	3725	ENSG00000177606	JUN
Gene::23283	CSTF2T	23283	ENSG00000177613	CSTF2T
Gene::79605	PGBD5	79605	ENSG00000177614	PGBD5
Gene::121273	C12orf54	121273	ENSG00000177627	LYLDT1
Gene::2629	GBA	2629	ENSG00000177628	GBA1
Gene::28976	ACAD9	28976	ENSG00000177646	ACAD9
Gene::23765	IL17RA	23765	ENSG00000177663	IL17RA
Gene::57104	PNPLA2	57104	ENSG00000177666	PNPLA2
Gene::619373	MBOAT4	619373	ENSG00000177669	MBOAT4
Gene::165100	C2orf57	165100	ENSG00000177673	TEX44
Gene::57085	AGTRAP	57085	ENSG00000177674	AGTRAP
Gene::283316	CD163L1	283316	ENSG00000177675	CD163L1
Gene::222183	SRRM3	222183	ENSG00000177679	SRRM3
Gene::168451	THAP5	168451	ENSG00000177683	THAP5
Gene::245928	DEFB114	245928	ENSG00000177684	DEFB114
Gene::283229	CRACR2B	283229	ENSG00000177685	CRACR2B
Gene::387082	SUMO4	387082	ENSG00000177688	SUMO4
Gene::139422	MAGEB10	139422	ENSG00000177689	MAGEB10
Gene::54943	DNAJC28	54943	ENSG00000177692	DNAJC28
Gene::26682	OR4F4	26682	ENSG00000177693	OR4F4
Gene::254827	NAALADL2	254827	ENSG00000177694	NAALADL2
Gene::977	CD151	977	ENSG00000177697	CD151
Gene::5441	POLR2L	5441	ENSG00000177700	POLR2L
Gene::56975	FAM20C	56975	ENSG00000177706	FAM20C
Gene::25945	PVRL3	25945	ENSG00000177707	NECTIN3
Gene::83650	SLC35G5	83650	ENSG00000177710	SLC35G5
Gene::389289	ANXA2R	389289	ENSG00000177721	ANXA2R
Gene::9772	KIAA0195	9772	ENSG00000177728	TMEM94
Gene::2314	FLII	2314	ENSG00000177731	FLII
Gene::6666	SOX12	6666	ENSG00000177732	SOX12
Gene::10949	HNRNPA0	10949	ENSG00000177733	HNRNPA0
Gene::285525	YIPF7	285525	ENSG00000177752	YIPF7
Gene::58529	MYOZ1	58529	ENSG00000177791	MYOZ1
Gene::3766	KCNJ10	3766	ENSG00000177807	KCNJ10
Gene::66005	CHID1	66005	ENSG00000177830	CHID1
Gene::56127	PCDHB9	56127	ENSG00000177839	PCDHB9
Gene::253639	ZNF620	253639	ENSG00000177842	ZNF620
Gene::9849	ZNF518A	9849	ENSG00000177853	ZNF518A
Gene::8269	TMEM187	8269	ENSG00000177854	TMEM187
Gene::374969	CCDC23	374969	ENSG00000177868	SVBP
Gene::285267	ZNF619	285267	ENSG00000177873	ZNF619
Gene::387856	CCDC184	387856	ENSG00000177875	CCDC184
Gene::1176	AP3S1	1176	ENSG00000177879	AP3S1
Gene::2885	GRB2	2885	ENSG00000177885	GRB2
Gene::360023	ZBTB41	360023	ENSG00000177888	ZBTB41
Gene::7334	UBE2N	7334	ENSG00000177889	UBE2N
Gene::645961	SPATA31C2	645961	ENSG00000177910	SPATA31C2
Gene::151188	ARL6IP6	151188	ENSG00000177917	ARL6IP6
Gene::30832	ZNF354C	30832	ENSG00000177932	ZNF354C
Gene::93661	CAPZA3	93661	ENSG00000177938	CAPZA3
Gene::158056	MAMDC4	158056	ENSG00000177943	MAMDC4
Gene::92806	CENPBD1	92806	ENSG00000177946	CENPBD1P
Gene::113746	ODF3	113746	ENSG00000177947	CIMAP1A
Gene::51272	BET1L	51272	ENSG00000177951	BET1L
Gene::6232	RPS27	6232	ENSG00000177954	RPS27
Gene::60626	RIC8A	60626	ENSG00000177963	RIC8A
Gene::55272	IMP3	55272	ENSG00000177971	IMP3
Gene::140461	ASB8	140461	ENSG00000177981	ASB8
Gene::389812	LCN15	389812	ENSG00000177984	LCN15
Gene::440836	ODF3B	440836	ENSG00000177989	CIMAP1B
Gene::283417	DPY19L2	283417	ENSG00000177990	DPY19L2
Gene::286234	SPATA31E1	286234	ENSG00000177992	SPATA31E1
Gene::129852	C2orf73	129852	ENSG00000177994	CIMIP6
Gene::285601	GPR150	285601	ENSG00000178015	GPR150
Gene::388951	TSPYL6	388951	ENSG00000178021	TSPYL6
Gene::388886	LRRC75B	388886	ENSG00000178026	LRRC75B
Gene::55929	DMAP1	55929	ENSG00000178028	DMAP1
Gene::92949	ADAMTSL1	92949	ENSG00000178031	ADAMTSL1
Gene::254228	FAM26E	254228	ENSG00000178033	CALHM5
Gene::3615	IMPDH2	3615	ENSG00000178035	IMPDH2
Gene::259173	ALS2CL	259173	ENSG00000178038	ALS2CL
Gene::4291	MLF1	4291	ENSG00000178053	MLF1
Gene::339906	PRSS42	339906	ENSG00000178055	PRSS42P
Gene::25915	NDUFAF3	25915	ENSG00000178057	NDUFAF3
Gene::205327	C2orf69	205327	ENSG00000178074	C2orf69
Gene::54762	GRAMD1C	54762	ENSG00000178075	GRAMD1C
Gene::55620	STAP2	55620	ENSG00000178078	STAP2
Gene::170572	HTR3C	170572	ENSG00000178084	HTR3C
Gene::83983	TSSK6	83983	ENSG00000178093	TSSK6
Gene::51027	BOLA1	51027	ENSG00000178096	BOLA1
Gene::9659	PDE4DIP	9659	ENSG00000178104	PDE4DIP
Gene::1662	DDX10	1662	ENSG00000178105	DDX10
Gene::286187	PPP1R42	286187	ENSG00000178125	PPP1R42
Gene::4729	NDUFV2	4729	ENSG00000178127	NDUFV2
Gene::55152	DALRD3	55152	ENSG00000178149	DALRD3
Gene::163071	ZNF114	163071	ENSG00000178150	ZNF114
Gene::85460	ZNF518B	85460	ENSG00000178163	ZNF518B
Gene::205147	AMER3	205147	ENSG00000178171	AMER3
Gene::404203	SPINK6	404203	ENSG00000178172	SPINK6
Gene::167465	ZNF366	167465	ENSG00000178175	ZNF366
Gene::254251	LCORL	254251	ENSG00000178177	LCORL
Gene::84552	PARD6G	84552	ENSG00000178184	PARD6G
Gene::285676	ZNF454	285676	ENSG00000178187	ZNF454
Gene::25970	SH2B1	25970	ENSG00000178188	SH2B1
Gene::340152	ZC3H12D	340152	ENSG00000178199	ZC3H12D
Gene::57191	VN1R1	57191	ENSG00000178201	VN1R1
Gene::143888	KDELC2	143888	ENSG00000178202	POGLUT3
Gene::5339	PLEC	5339	ENSG00000178209	PLEC
Gene::387694	SH2D4B	387694	ENSG00000178217	SH2D4B
Gene::285498	RNF212	285498	ENSG00000178222	RNF212
Gene::146547	PRSS36	146547	ENSG00000178226	PRSS36
Gene::125919	ZNF543	125919	ENSG00000178229	ZNF543
Gene::441151	TMEM151B	441151	ENSG00000178233	TMEM151B
Gene::63917	GALNT11	63917	ENSG00000178234	GALNT11
Gene::114798	SLITRK1	114798	ENSG00000178235	SLITRK1
Gene::157927	C9orf62	157927	ENSG00000178243	LINC02907
Gene::11180	WDR6	11180	ENSG00000178252	WDR6
Gene::58531	PRM3	58531	ENSG00000178257	PRM3
Gene::7142	TNP2	7142	ENSG00000178279	TNP2
Gene::653423	SPAG11A	653423	ENSG00000178287	SPAG11A
Gene::348654	GEN1	348654	ENSG00000178295	GEN1
Gene::360200	TMPRSS9	360200	ENSG00000178297	TMPRSS9
Gene::282679	AQP11	282679	ENSG00000178301	AQP11
Gene::8834	TMEM11	8834	ENSG00000178307	TMEM11
Gene::117608	ZNF354B	117608	ENSG00000178338	ZNF354B
Gene::26251	KCNG2	26251	ENSG00000178342	KCNG2
Gene::152573	SHISA3	152573	ENSG00000178343	SHISA3
Gene::120775	OR2D3	120775	ENSG00000178358	OR2D3
Gene::810	CALML3	810	ENSG00000178363	CALML3
Gene::51806	CALML5	51806	ENSG00000178372	CALML5
Gene::90637	ZFAND2A	90637	ENSG00000178381	ZFAND2A
Gene::389072	PLEKHM3	389072	ENSG00000178385	PLEKHM3
Gene::7766	ZNF223	7766	ENSG00000178386	ZNF223
Gene::3350	HTR1A	3350	ENSG00000178394	HTR1A
Gene::164127	CCDC185	164127	ENSG00000178395	CCDC185
Gene::84792	FAM220A	84792	ENSG00000178397	FAM220A
Gene::79962	DNAJC22	79962	ENSG00000178401	DNAJC22
