node_id	node_name	node_kind
Gene::147872	CCDC155	Gene
Gene::22929	SEPHS1	Gene
Gene::29886	SNX8	Gene
Gene::219986	OR4D11	Gene
Gene::79746	ECHDC3	Gene
Gene::27106	ARRDC2	Gene
Gene::8697	CDC23	Gene
Gene::3911	LAMA5	Gene
Gene::731	C8A	Gene
Pathway::PC7_4334	HDACs deacetylate histones	Pathway
Gene::1184	CLCN5	Gene
Gene::645191	LINGO3	Gene
Gene::10816	SPINT3	Gene
Pathway::PC7_2698	Coregulation of Androgen receptor activity	Pathway
Gene::22915	MMRN1	Gene
Gene::400073	C12orf76	Gene
Gene::54969	C4orf27	Gene
Gene::766	CA7	Gene
Gene::10941	UGT2A1	Gene
Gene::2710	GK	Gene
Gene::50509	COL5A3	Gene
Gene::2294	FOXF1	Gene
Gene::10573	MRPL28	Gene
Gene::25758	KIAA1549L	Gene
Gene::6814	STXBP3	Gene
Gene::80212	CCDC92	Gene
Pathway::PC7_4038	GMCSF-mediated signaling events	Pathway
Pathway::PC7_4306	Growth hormone receptor signaling	Pathway
Pathway::PC7_4781	Interleukin-6 signaling	Pathway
Gene::10351	ABCA8	Gene
Gene::85409	NKD2	Gene
Gene::201164	PLD6	Gene
Gene::23008	KLHDC10	Gene
Gene::222	ALDH3B2	Gene
Gene::57157	PHTF2	Gene
Gene::4303	FOXO4	Gene
Pathway::PC7_8660	VEGF binds to VEGFR leading to receptor dimerization	Pathway
Gene::223082	ZNRF2	Gene
Gene::124044	SPATA2L	Gene
Gene::51305	KCNK9	Gene
Gene::5837	PYGM	Gene
Gene::113452	TMEM54	Gene
Gene::9122	SLC16A4	Gene
Gene::130026	ICA1L	Gene
Gene::5105	PCK1	Gene
Gene::3026	HABP2	Gene
Gene::119764	OR4X2	Gene
Gene::6728	SRP19	Gene
Gene::257160	RNF214	Gene
Gene::23401	FRAT2	Gene
Gene::94107	TMEM203	Gene
Gene::259266	ASPM	Gene
Pathway::PC7_12078	mTOR signaling pathway	Pathway
Gene::8603	FAM193A	Gene
Gene::64847	SPATA20	Gene
Gene::285362	SUMF1	Gene
Pathway::PC7_6190	PLK2 and PLK4 events	Pathway
Gene::9819	TSC22D2	Gene
Gene::8431	NR0B2	Gene
Gene::55337	C19orf66	Gene
Gene::55629	PNRC2	Gene
Gene::3481	IGF2	Gene
Gene::9560	CCL4L2	Gene
Pathway::PC7_4784	Intrinsic Pathway	Pathway
Gene::494513	DFNB59	Gene
Gene::6747	SSR3	Gene
Gene::7358	UGDH	Gene
Gene::84336	TMEM101	Gene
Gene::92822	ZNF276	Gene
Gene::116151	FAM210B	Gene
Gene::1089	CEACAM4	Gene
Gene::3293	HSD17B3	Gene
Gene::5611	DNAJC3	Gene
Gene::1657	DMXL1	Gene
Gene::22891	ZNF365	Gene
Gene::23341	DNAJC16	Gene
Gene::5122	PCSK1	Gene
Gene::64902	AGXT2	Gene
Gene::25957	PNISR	Gene
Gene::26211	OR2F1	Gene
Gene::6528	SLC5A5	Gene
Gene::9069	CLDN12	Gene
Gene::8288	EPX	Gene
Gene::23708	GSPT2	Gene
Gene::2882	GPX7	Gene
Gene::401647	GOLGA7B	Gene
Pathway::PC7_4593	IL12 signaling mediated by STAT4	Pathway
Gene::55650	PIGV	Gene
Gene::79310	OR5H2	Gene
Gene::389125	MUSTN1	Gene
Gene::2300	FOXL1	Gene
Gene::54507	ADAMTSL4	Gene
Gene::2734	GLG1	Gene
Gene::22905	EPN2	Gene
Gene::10549	PRDX4	Gene
Gene::286451	YIPF6	Gene
Gene::6579	SLCO1A2	Gene
Gene::57533	TBC1D14	Gene
Gene::25932	CLIC4	Gene
Gene::414918	DENND6B	Gene
Gene::55894	DEFB103B	Gene
Gene::64425	POLR1E	Gene
Pathway::PC7_8765	Vpr-mediated nuclear import of PICs	Pathway
Gene::80714	PBX4	Gene
Gene::6434	TRA2B	Gene
Gene::26228	STAP1	Gene
Gene::1119	CHKA	Gene
Gene::8464	SUPT3H	Gene
Gene::923	CD6	Gene
Gene::9776	ATG13	Gene
Pathway::PC7_967	ABC-family proteins mediated transport	Pathway
Gene::23174	ZCCHC14	Gene
Gene::80271	ITPKC	Gene
Gene::653	BMP5	Gene
Gene::79740	ZBBX	Gene
Gene::84319	CMSS1	Gene
Gene::7188	TRAF5	Gene
Gene::6480	ST6GAL1	Gene
Gene::10308	ZNF267	Gene
Gene::162681	C18orf54	Gene
Pathway::PC7_5995	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Pathway
Gene::340156	MYLK4	Gene
Gene::10060	ABCC9	Gene
Gene::79871	RPAP2	Gene
Gene::115950	ZNF653	Gene
Gene::8577	TMEFF1	Gene
Pathway::PC7_12268	p38MAPK events	Pathway
Gene::55076	TMEM45A	Gene
Gene::256364	EML3	Gene
Gene::6888	TALDO1	Gene
Gene::10468	FST	Gene
Gene::84085	FBXO30	Gene
Gene::60481	ELOVL5	Gene
Pathway::PC7_5769	NGF processing	Pathway
Gene::8908	GYG2	Gene
Gene::10642	IGF2BP1	Gene
Gene::131870	NUDT16	Gene
Gene::10048	RANBP9	Gene
Pathway::PC7_3084	Developmental Biology	Pathway
Gene::81930	KIF18A	Gene
Gene::3151	HMGN2	Gene
Gene::348093	RBPMS2	Gene
Gene::5860	QDPR	Gene
Gene::4818	NKG7	Gene
Gene::10068	IL18BP	Gene
Gene::2280	FKBP1A	Gene
Gene::57611	ISLR2	Gene
Gene::221692	PHACTR1	Gene
Gene::6892	TAPBP	Gene
Gene::11043	MID2	Gene
Pathway::PC7_1190	ATF6-alpha activates chaperones	Pathway
Pathway::PC7_8130	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	Pathway
Gene::55359	STYK1	Gene
Gene::9760	TOX	Gene
Gene::6991	TCTE3	Gene
Gene::343563	OR2T29	Gene
Gene::2733	GLE1	Gene
Gene::2908	NR3C1	Gene
Gene::3933	LCN1	Gene
Gene::54810	GIPC2	Gene
Gene::29909	GPR171	Gene
Gene::54541	DDIT4	Gene
Gene::3208	HPCA	Gene
Gene::284904	SEC14L4	Gene
Gene::56144	PCDHA4	Gene
Gene::9210	BMP15	Gene
Gene::57282	SLC4A10	Gene
Gene::85014	TMEM141	Gene
Gene::93233	CCDC114	Gene
Gene::56832	IFNK	Gene
Gene::495	ATP4A	Gene
Gene::5089	PBX2	Gene
Gene::1069	CETN2	Gene
Gene::50999	TMED5	Gene
Gene::2314	FLII	Gene
Gene::54664	TMEM106B	Gene
Gene::56062	KLHL4	Gene
Gene::10869	USP19	Gene
Gene::8366	HIST1H4B	Gene
Gene::55311	ZNF444	Gene
Gene::494115	RBMXL1	Gene
Gene::5504	PPP1R2	Gene
Gene::2849	GPR26	Gene
Gene::80864	EGFL8	Gene
Gene::9365	KL	Gene
Gene::9255	AIMP1	Gene
Gene::80834	TAS1R2	Gene
Gene::79094	CHAC1	Gene
Gene::10179	RBM7	Gene
Gene::2039	DMTN	Gene
Gene::23067	SETD1B	Gene
Gene::6907	TBL1X	Gene
Gene::287	ANK2	Gene
Pathway::PC7_4758	Integrin cell surface interactions	Pathway
Gene::4794	NFKBIE	Gene
Gene::117143	TADA1	Gene
Gene::54556	ING3	Gene
Gene::79799	UGT2A3	Gene
Pathway::PC7_6883	Regulation of HSF1-mediated heat shock response	Pathway
Gene::59284	CACNG7	Gene
Gene::832	CAPZB	Gene
Gene::113419	TEX261	Gene
Gene::161823	ADAL	Gene
Gene::360203	GLT6D1	Gene
Gene::9517	SPTLC2	Gene
Gene::219981	OR5A2	Gene
Gene::390077	OR52N2	Gene
Gene::554	AVPR2	Gene
Pathway::PC7_6875	Regulation of APC/C activators between G1/S and early anaphase	Pathway
Gene::219438	OR5D18	Gene
Gene::29904	EEF2K	Gene
Gene::1270	CNTF	Gene
Gene::162966	ZNF600	Gene
Gene::2948	GSTM4	Gene
Gene::23576	DDAH1	Gene
Gene::5664	PSEN2	Gene
Gene::51004	COQ6	Gene
Gene::201516	ZSCAN4	Gene
Gene::653145	ANXA8	Gene
Gene::9942	XYLB	Gene
Gene::26150	RIBC2	Gene
Gene::83851	SYT16	Gene
Gene::119391	GSTO2	Gene
Gene::11183	MAP4K5	Gene
Gene::9941	EXOG	Gene
Gene::257144	GCSAM	Gene
Gene::10006	ABI1	Gene
Gene::8914	TIMELESS	Gene
Gene::283742	FAM98B	Gene
Gene::22976	PAXIP1	Gene
Pathway::PC7_4819	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	Pathway
Gene::30008	EFEMP2	Gene
Gene::9376	SLC22A8	Gene
Pathway::PC7_6867	Recycling of eIF2:GDP	Pathway
Gene::157922	CAMSAP1	Gene
Pathway::PC7_7269	SHP2 signaling	Pathway
Gene::256148	OR4S1	Gene
Gene::79676	OGFOD2	Gene
Gene::100316904	SAP25	Gene
Gene::353132	LCE1B	Gene
Pathway::PC7_4992	Lipoprotein metabolism	Pathway
Gene::57722	IGDCC4	Gene
Gene::134860	TAAR9	Gene
Gene::90594	ZNF439	Gene
Gene::2483	FRG1	Gene
Pathway::PC7_2968	DSCAM interactions	Pathway
Gene::10316	NMUR1	Gene
Pathway::PC7_5893	Neurotrophic factor-mediated Trk receptor signaling	Pathway
Gene::10630	PDPN	Gene
Gene::4751	NEK2	Gene
Gene::7157	TP53	Gene
Gene::2014	EMP3	Gene
Gene::5518	PPP2R1A	Gene
Gene::54558	SPATA6	Gene
Gene::1380	CR2	Gene
Gene::817	CAMK2D	Gene
Gene::11142	PKIG	Gene
Gene::5121	PCP4	Gene
Gene::2323	FLT3LG	Gene
Gene::51548	SIRT6	Gene
Gene::22898	DENND3	Gene
Gene::57649	PHF12	Gene
Pathway::PC7_1556	Acyl chain remodeling of CL	Pathway
Gene::79089	TMUB2	Gene
Gene::132720	C4orf32	Gene
Gene::815	CAMK2A	Gene
Gene::107	ADCY1	Gene
Gene::55620	STAP2	Gene
Gene::84285	EIF1AD	Gene
Gene::64866	CDCP1	Gene
Gene::4257	MGST1	Gene
Gene::133522	PPARGC1B	Gene
Gene::727837	SSX2B	Gene
Gene::51103	NDUFAF1	Gene
Gene::3081	HGD	Gene
Pathway::PC7_1562	Acyl chain remodelling of PS	Pathway
Pathway::PC7_4754	Integration of energy metabolism	Pathway
Gene::127281	FAM213B	Gene
Gene::5261	PHKG2	Gene
Gene::768211	RELL1	Gene
Gene::221400	TDRD6	Gene
Gene::90864	SPSB3	Gene
Gene::29989	OBP2B	Gene
Gene::833	CARS	Gene
Gene::5671	PSG3	Gene
Gene::257169	C9orf43	Gene
Gene::79622	SNRNP25	Gene
Gene::4324	MMP15	Gene
Gene::55130	ARMC4	Gene
Gene::25802	LMOD1	Gene
Pathway::PC7_1551	Activation of the AP-1 family of transcription factors	Pathway
Gene::55859	BEX1	Gene
Gene::55291	PPP6R3	Gene
Gene::10762	NUP50	Gene
Gene::11278	KLF12	Gene
Gene::100130958	SYCE1L	Gene
Gene::4026	LPP	Gene
Gene::375341	C3orf62	Gene
Gene::55818	KDM3A	Gene
Gene::84700	MYO18B	Gene
Gene::127253	TYW3	Gene
Gene::414236	C10orf55	Gene
Gene::54977	SLC25A38	Gene
Gene::54859	ELP6	Gene
Gene::9951	HS3ST4	Gene
Gene::116832	RPL39L	Gene
Gene::84717	HDGFRP2	Gene
Gene::148170	CDC42EP5	Gene
Gene::8321	FZD1	Gene
Gene::114827	FHAD1	Gene
Gene::1508	CTSB	Gene
Gene::340542	BEX5	Gene
Gene::1778	DYNC1H1	Gene
Gene::149233	IL23R	Gene
Gene::7565	ZNF17	Gene
Gene::26230	TIAM2	Gene
Gene::9126	SMC3	Gene
Gene::284086	NEK8	Gene
Pathway::PC7_7267	SHC1 events in ERBB2 signaling	Pathway
Gene::51088	KLHL5	Gene
Gene::9248	GPR50	Gene
Gene::26046	LTN1	Gene
Gene::55596	ZCCHC8	Gene
Gene::9202	ZMYM4	Gene
Gene::285349	ZNF660	Gene
Gene::55336	FBXL8	Gene
Gene::8515	ITGA10	Gene
Gene::7773	ZNF230	Gene
Pathway::PC7_7754	Synthesis of UDP-N-acetyl-glucosamine	Pathway
Gene::63925	ZNF335	Gene
Gene::974	CD79B	Gene
Gene::5814	PURB	Gene
Gene::9093	DNAJA3	Gene
Gene::728458	OPN1MW2	Gene
Gene::84100	ARL6	Gene
Gene::7092	TLL1	Gene
Gene::11274	USP18	Gene
Gene::80745	THUMPD2	Gene
Gene::83940	TATDN1	Gene
Gene::387032	ZKSCAN4	Gene
Gene::55246	CCDC25	Gene
Gene::26263	FBXO22	Gene
Gene::81629	TSSK3	Gene
Gene::5905	RANGAP1	Gene
Gene::7458	EIF4H	Gene
Gene::5930	RBBP6	Gene
Gene::259296	TAS2R50	Gene
Gene::23769	FLRT1	Gene
Gene::4281	MID1	Gene
Gene::3891	KRT85	Gene
Gene::79873	NUDT18	Gene
Gene::1305	COL13A1	Gene
Gene::84658	ADGRE3	Gene
Gene::85360	SYDE1	Gene
Gene::1671	DEFA6	Gene
Gene::55733	HHAT	Gene
Gene::1984	EIF5A	Gene
Gene::91151	TIGD7	Gene
Gene::2987	GUK1	Gene
Gene::9493	KIF23	Gene
Pathway::WP176_r82704	Folate Metabolism	Pathway
Gene::3743	KCNA7	Gene
Gene::4294	MAP3K10	Gene
Gene::55039	TRMT12	Gene
Gene::148867	SLC30A7	Gene
Gene::25928	SOSTDC1	Gene
Gene::25819	CCRN4L	Gene
Gene::343071	PRAMEF10	Gene
Gene::114900	C1QTNF4	Gene
Gene::143379	C10orf82	Gene
Gene::22950	SLC4A1AP	Gene
Gene::85300	ATCAY	Gene
Gene::2683	B4GALT1	Gene
Gene::84109	QRFPR	Gene
Gene::84816	RTN4IP1	Gene
Pathway::PC7_6950	Retrograde neurotrophin signalling	Pathway
Gene::1943	EFNA2	Gene
Gene::23136	EPB41L3	Gene
Gene::1607	DGKB	Gene
Gene::117144	CATSPER1	Gene
Pathway::PC7_1850	Attenuation phase	Pathway
Disease::DOID:4481	allergic rhinitis	Disease
Pathway::WP1600_r70113	Nicotine Metabolism	Pathway
Gene::55178	RNMTL1	Gene
Gene::11070	TMEM115	Gene
Gene::388558	ZNF808	Gene
Gene::221079	ARL5B	Gene
Gene::132851	SPATA4	Gene
Gene::2177	FANCD2	Gene
Pathway::WP1471_r82750	TOR Signaling	Pathway
Pathway::PC7_2469	Cap-dependent Translation Initiation	Pathway
Gene::30001	ERO1L	Gene
Gene::55612	FERMT1	Gene
Pathway::PC7_6178	PLC-gamma1 signalling	Pathway
Gene::3603	IL16	Gene
Gene::56650	CLDND1	Gene
Pathway::PC7_3326	Downstream signaling events of B Cell Receptor (BCR)	Pathway
Pathway::WP704_r79563	Methylation Pathways	Pathway
Gene::7673	ZNF222	Gene
Gene::5962	RDX	Gene
Gene::10040	TOM1L1	Gene
Gene::10199	MPHOSPH10	Gene
Gene::10421	CD2BP2	Gene
Gene::8666	EIF3G	Gene
Gene::1427	CRYGS	Gene
Gene::387263	C6orf120	Gene
Gene::140807	KRT72	Gene
Gene::24140	FTSJ1	Gene
Gene::253461	ZBTB38	Gene
Gene::284697	BTBD8	Gene
Disease::DOID:0050425	restless legs syndrome	Disease
Gene::81309	OR4C15	Gene
Gene::696	BTN1A1	Gene
Pathway::PC7_4938	LKB1 signaling events	Pathway
Gene::3709	ITPR2	Gene
Gene::5888	RAD51	Gene
Gene::84944	MAEL	Gene
Gene::7082	TJP1	Gene
Gene::4649	MYO9A	Gene
Gene::4239	MFAP4	Gene
Gene::23087	TRIM35	Gene
Gene::23129	PLXND1	Gene
Gene::6018	RLF	Gene
Gene::120379	PIH1D2	Gene
Gene::27068	PPA2	Gene
Gene::9443	MED7	Gene
Pathway::PC7_6920	Regulation of signaling by NODAL	Pathway
Gene::10050	SLC17A4	Gene
Gene::6359	CCL15	Gene
Gene::3756	KCNH1	Gene
Gene::50940	PDE11A	Gene
Gene::55630	SLC39A4	Gene
Gene::7416	VDAC1	Gene
Gene::10870	HCST	Gene
Gene::9723	SEMA3E	Gene
Gene::54905	CYP2W1	Gene
Gene::2305	FOXM1	Gene
Gene::54960	GEMIN8	Gene
Gene::55531	ELMOD1	Gene
Gene::129293	TRABD2A	Gene
Gene::120796	OR56A1	Gene
Gene::219972	MPEG1	Gene
Gene::399947	C11orf87	Gene
Gene::112755	STX1B	Gene
Gene::51109	RDH11	Gene
Gene::79957	PAQR6	Gene
Gene::131583	FAM43A	Gene
Gene::23127	COLGALT2	Gene
Gene::79998	ANKRD53	Gene
Gene::10430	TMEM147	Gene
Gene::8353	HIST1H3E	Gene
Gene::84572	GNPTG	Gene
Gene::2517	FUCA1	Gene
Gene::7391	USF1	Gene
Gene::56253	CRTAM	Gene
Pathway::PC7_3418	EPHA-mediated growth cone collapse	Pathway
Gene::25847	ANAPC13	Gene
Gene::4091	SMAD6	Gene
Pathway::PC7_8665	VEGFR1 specific signals	Pathway
Gene::60684	TRAPPC11	Gene
Pathway::PC7_5783	NOTCH1 Intracellular Domain Regulates Transcription	Pathway
Gene::3158	HMGCS2	Gene
Gene::127066	OR14C36	Gene
Gene::5501	PPP1CC	Gene
Gene::56672	AKIP1	Gene
Gene::80319	CXXC4	Gene
Gene::84529	C15orf41	Gene
Gene::433	ASGR2	Gene
Gene::56683	C21orf59	Gene
Gene::27247	NFU1	Gene
Gene::151649	PP2D1	Gene
Gene::1741	DLG3	Gene
Gene::23026	MYO16	Gene
Gene::83897	KRTAP3-2	Gene
Gene::54102	CLIC6	Gene
Gene::92369	SPSB4	Gene
Gene::5550	PREP	Gene
Gene::1303	COL12A1	Gene
Gene::54881	TEX10	Gene
Gene::64240	ABCG5	Gene
Gene::9340	GLP2R	Gene
Gene::150	ADRA2A	Gene
Gene::55152	DALRD3	Gene
Pathway::PC7_6638	Prostacyclin signalling through prostacyclin receptor	Pathway
Gene::3572	IL6ST	Gene
Gene::8852	AKAP4	Gene
Gene::146712	B3GNTL1	Gene
Gene::339221	ENPP7	Gene
Gene::313	AOAH	Gene
Gene::83758	RBP5	Gene
Gene::27044	SND1	Gene
Gene::10791	VAMP5	Gene
Gene::169522	KCNV2	Gene
Gene::388698	FLG2	Gene
Gene::390152	OR8H3	Gene
Gene::4058	LTK	Gene
Gene::25829	TMEM184B	Gene
Gene::90529	STPG1	Gene
Gene::154791	C7orf55	Gene
Gene::160287	LDHAL6A	Gene
Gene::4214	MAP3K1	Gene
Gene::55561	CDC42BPG	Gene
Gene::54494	C11orf71	Gene
Gene::81565	NDEL1	Gene
Pathway::PC7_5835	NRIF signals cell death from the nucleus	Pathway
Gene::7693	ZNF134	Gene
Gene::26035	GLCE	Gene
Pathway::PC7_4779	Interleukin-2 signaling	Pathway
Gene::116	ADCYAP1	Gene
Gene::57643	ZSWIM5	Gene
Gene::144402	CPNE8	Gene
Gene::151254	ALS2CR11	Gene
Gene::23554	TSPAN12	Gene
Gene::54970	TTC12	Gene
Gene::163590	TOR1AIP2	Gene
Gene::8508	NIPSNAP1	Gene
Gene::146862	UNC45B	Gene
Gene::10523	CHERP	Gene
Gene::64581	CLEC7A	Gene
Gene::653643	GOLGA6D	Gene
Gene::6877	TAF5	Gene
Gene::259249	MRGPRX1	Gene
Gene::25902	MTHFD1L	Gene
Gene::8412	BCAR3	Gene
Gene::586	BCAT1	Gene
Gene::3753	KCNE1	Gene
Gene::5864	RAB3A	Gene
Gene::2587	GALR1	Gene
Gene::23030	KDM4B	Gene
Pathway::PC7_7290	SLC-mediated transmembrane transport	Pathway
Gene::1553	CYP2A13	Gene
Gene::167153	PAPD4	Gene
Gene::9440	MED17	Gene
Gene::120526	DNAJC24	Gene
Gene::402055	SRRD	Gene
Gene::23376	UFL1	Gene
Gene::390144	OR5D16	Gene
Gene::441459	ANKRD18B	Gene
Gene::54777	CFAP46	Gene
Gene::889	KRIT1	Gene
Gene::54539	NDUFB11	Gene
Gene::10576	CCT2	Gene
Gene::81448	OR6K2	Gene
Gene::10658	CELF1	Gene
Gene::56242	ZNF253	Gene
Gene::8382	NME5	Gene
Pathway::PC7_4771	Interferon Signaling	Pathway
Gene::5957	RCVRN	Gene
Gene::1364	CLDN4	Gene
Gene::9559	VPS26A	Gene
Gene::23288	IQCE	Gene
Gene::11283	CYP4F8	Gene
Pathway::PC7_8053	TRAF3-dependent IRF activation pathway	Pathway
Gene::11328	FKBP9	Gene
Gene::55347	ABHD10	Gene
Gene::8932	MBD2	Gene
Gene::53828	FXYD4	Gene
Gene::2018	EMX2	Gene
Gene::79706	PRKRIP1	Gene
Gene::64400	AKTIP	Gene
Gene::7385	UQCRC2	Gene
Gene::160518	DENND5B	Gene
Gene::93517	SDR42E1	Gene
Gene::9611	NCOR1	Gene
Gene::11168	PSIP1	Gene
Gene::59	ACTA2	Gene
Gene::1795	DOCK3	Gene
Pathway::PC7_3677	Ephrin A reverse signaling	Pathway
Gene::2686	GGT7	Gene
Pathway::PC7_5373	Methylation	Pathway
Gene::202915	TMEM184A	Gene
Gene::2147	F2	Gene
Gene::127670	TEDDM1	Gene
Gene::83539	CHST9	Gene
Gene::8398	PLA2G6	Gene
Gene::7634	ZNF80	Gene
Gene::10326	SIRPB1	Gene
Gene::55559	HAUS7	Gene
Gene::10667	FARS2	Gene
Gene::23345	SYNE1	Gene
Disease::DOID:11555	Fuchs' endothelial dystrophy	Disease
Pathway::PC7_4258	Glutathione synthesis and recycling	Pathway
Gene::79148	MMP28	Gene
Pathway::PC7_3778	Extrinsic Pathway	Pathway
Gene::55890	GPRC5C	Gene
Gene::25870	SUMF2	Gene
Pathway::PC7_8074	TWIK related potassium channel (TREK)	Pathway
Gene::80178	C16orf59	Gene
Gene::10671	DCTN6	Gene
Gene::59336	PRDM13	Gene
Gene::1718	DHCR24	Gene
Gene::164395	TTLL9	Gene
Gene::2887	GRB10	Gene
Gene::9406	ZRANB2	Gene
Gene::51244	CCDC174	Gene
Pathway::PC7_7421	Sema3A PAK dependent Axon repulsion	Pathway
Gene::285852	TREML4	Gene
Gene::57654	UVSSA	Gene
Gene::79685	SAP30L	Gene
Gene::245915	DEFB112	Gene
Gene::9841	ZBTB24	Gene
Gene::113174	SAAL1	Gene
Gene::4967	OGDH	Gene
Gene::542767	C1QTNF9B-AS1	Gene
Gene::1325	CORT	Gene
Gene::6755	SSTR5	Gene
Gene::10172	ZNF256	Gene
Gene::1159	CKMT1B	Gene
Pathway::PC7_983	ADP signalling through P2Y purinoceptor 1	Pathway
Gene::23315	SLC9A8	Gene
Gene::79781	IQCA1	Gene
Gene::221935	SDK1	Gene
Gene::50484	RRM2B	Gene
Gene::839	CASP6	Gene
Gene::130617	ZFAND2B	Gene
Gene::414060	TBC1D3C	Gene
Gene::6729	SRP54	Gene
Gene::7769	ZNF226	Gene
Gene::7477	WNT7B	Gene
Gene::64599	GIGYF1	Gene
Gene::55256	ADI1	Gene
Gene::112	ADCY6	Gene
Gene::6382	SDC1	Gene
Gene::9564	BCAR1	Gene
Gene::79912	PYROXD1	Gene
Gene::558	AXL	Gene
Gene::3954	LETM1	Gene
Gene::375759	C9orf50	Gene
Gene::128360	OR10T2	Gene
Gene::390154	OR5T3	Gene
Gene::81603	TRIM8	Gene
Gene::23492	CBX7	Gene
Gene::10485	C1orf61	Gene
Pathway::PC7_6543	Potassium Channels	Pathway
Gene::147670	SMIM17	Gene
Pathway::PC7_1695	Arf1 pathway	Pathway
Gene::3925	STMN1	Gene
Gene::441272	SPDYE3	Gene
Gene::90113	VWA5B2	Gene
Gene::122740	OR4K14	Gene
Gene::219970	GLYATL2	Gene
Gene::6198	RPS6KB1	Gene
Gene::25884	CHRDL2	Gene
Gene::23641	LDOC1	Gene
Gene::2660	MSTN	Gene
Pathway::PC7_3385	EGFR downregulation	Pathway
Gene::1363	CPE	Gene
Gene::83862	TMEM120A	Gene
Gene::353332	KRTAP12-1	Gene
Gene::126549	ANKLE1	Gene
Pathway::PC7_1520	Activation of AMPA receptors	Pathway
Gene::10109	ARPC2	Gene
Disease::DOID:1115	sarcoma	Disease
Pathway::PC7_5948	Nitric oxide stimulates guanylate cyclase	Pathway
Gene::140469	MYO3B	Gene
Gene::84928	TMEM209	Gene
Gene::8900	CCNA1	Gene
Gene::26548	ITGB1BP2	Gene
Gene::5376	PMP22	Gene
Gene::65243	ZFP69B	Gene
Gene::8875	VNN2	Gene
Gene::10898	CPSF4	Gene
Gene::151835	CPNE9	Gene
Gene::54510	PCDH18	Gene
Gene::53635	PTOV1	Gene
Gene::64763	ZNF574	Gene
Gene::9894	TELO2	Gene
Gene::4802	NFYC	Gene
Gene::65980	BRD9	Gene
Gene::373	TRIM23	Gene
Gene::8632	DNAH17	Gene
Gene::2520	GAST	Gene
Gene::2562	GABRB3	Gene
Gene::27333	GOLIM4	Gene
Pathway::WP3413_r82217	NOTCH1 regulation of human endothelial cell calcification	Pathway
Gene::5538	PPT1	Gene
Gene::57095	PITHD1	Gene
Gene::5265	SERPINA1	Gene
Gene::22890	ZBTB1	Gene
Gene::51151	SLC45A2	Gene
Gene::339559	ZFP69	Gene
Pathway::PC7_2103	Biotin transport and metabolism	Pathway
Gene::84275	SLC25A33	Gene
Gene::51463	GPR89B	Gene
Pathway::PC7_2069	Beta oxidation of myristoyl-CoA to lauroyl-CoA	Pathway
Gene::113179	ADAT3	Gene
Pathway::PC7_1557	Acyl chain remodeling of DAG and TAG	Pathway
Pathway::WP2870_r79555	Extracellular vesicle-mediated signaling in recipient cells	Pathway
Gene::4085	MAD2L1	Gene
Gene::340485	ACER2	Gene
Gene::860	RUNX2	Gene
Gene::5294	PIK3CG	Gene
Gene::5136	PDE1A	Gene
Gene::79072	FASTKD3	Gene
Gene::255324	EPGN	Gene
Gene::389874	ZCCHC13	Gene
Gene::389119	FAM212A	Gene
Gene::1351	COX8A	Gene
Pathway::PC7_2535	Ceramide signaling pathway	Pathway
Gene::10159	ATP6AP2	Gene
Gene::2897	GRIK1	Gene
Pathway::PC7_6787	RIP-mediated NFkB activation via ZBP1	Pathway
Gene::3840	KPNA4	Gene
Pathway::PC7_5051	MAP kinase activation in TLR cascade	Pathway
Gene::9984	THOC1	Gene
Gene::8463	TEAD2	Gene
Gene::6650	CAPN15	Gene
Gene::3981	LIG4	Gene
Gene::445328	ARHGEF35	Gene
Gene::51585	PCF11	Gene
Gene::10657	KHDRBS1	Gene
Gene::169355	IDO2	Gene
Gene::1278	COL1A2	Gene
Gene::26013	L3MBTL1	Gene
Gene::391211	OR2G6	Gene
Gene::51311	TLR8	Gene
Gene::374969	CCDC23	Gene
Gene::4086	SMAD1	Gene
Gene::79665	DHX40	Gene
Gene::1371	CPOX	Gene
Gene::8839	WISP2	Gene
Gene::196527	ANO6	Gene
Gene::2260	FGFR1	Gene
Gene::7428	VHL	Gene
Gene::10388	SYCP2	Gene
Gene::3024	HIST1H1A	Gene
Gene::126299	ZNF428	Gene
Gene::374887	YJEFN3	Gene
Gene::10137	RBM12	Gene
Gene::146802	SLC47A2	Gene
Gene::10811	NOXA1	Gene
Gene::1755	DMBT1	Gene
Gene::57186	RALGAPA2	Gene
Gene::9546	APBA3	Gene
Gene::7009	TMBIM6	Gene
Pathway::PC7_4541	Hypusinylation	Pathway
Gene::133383	SETD9	Gene
Gene::23753	SDF2L1	Gene
Gene::2861	GPR37	Gene
Gene::81470	OR2G2	Gene
Gene::405754	ERVFRD-1	Gene
Gene::197258	FUK	Gene
Gene::23528	ZNF281	Gene
Gene::3833	KIFC1	Gene
Gene::3755	KCNG1	Gene
Gene::9603	NFE2L3	Gene
Gene::8935	SKAP2	Gene
Gene::149041	RC3H1	Gene
Gene::9194	SLC16A7	Gene
Gene::3060	HCRT	Gene
Gene::134430	WDR36	Gene
Gene::285601	GPR150	Gene
Gene::375298	CERKL	Gene
Gene::11223	MST1L	Gene
